,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,-9.752094584652728,0.8319206548028536,1.271384762852542,-1.3167394134235912,-0.19881529928494585,-0.7645243695386849,0.362578839856189,0.0
1,-6.591536755658908,2.6755961620340214,4.042370423128137,7.108824993057891,2.9510856274432538,-1.2913068821823788,-0.7792238646690564,0.0
2,39.66139320331758,5.558434642061503,23.69271621201825,3.9828578046654712,6.058188395994182,-0.832370537029006,-0.3038419413889015,1.0
3,-0.3337003593123013,-2.3476030198634996,-2.053668805115569,-1.761961859114812,0.7138733508096462,1.3462519208414434,0.028299507243320754,1.0
4,9.39582487677656,-4.708954192323249,-1.9175484370869265,-1.1414971520664854,-0.0319385754472209,-0.15156590338896272,-1.298403484558921,1.0
5,-10.044165018785916,0.9630292657291342,1.3342838524413947,-2.572056725647354,0.3072829106960466,0.3047284664905766,-1.0812051256954927,0.0
6,-10.072021953513044,1.3801494341377345,0.10746482722675146,-1.964882121551601,0.9908463397214391,-0.35656023926300745,-0.700459339585959,0.0
7,-9.780095512197663,0.9387714513998237,1.1946269542811159,-1.3593213276272358,-0.13619384052512995,0.40212141338533064,-0.8079993678028898,0.0
8,-9.556684480067558,0.9686650586074712,1.7826573926503373,-1.5619121208214755,0.04530543930310079,2.421275652420662,1.9928579238637623,0.0
9,-9.429643708874268,1.333823016935458,1.2844530524702205,-0.46841414261610825,0.53966465044245,4.056541931367331,-0.5542442584532782,0.0
10,-8.182371084840701,2.5743746195988413,4.112925295390382,-0.05062509312281207,0.9502776381488313,-0.980445412889652,-0.9660713757869561,0.0
11,-9.657647697887345,1.1207945202840222,1.4147837858708243,-1.1308041000793398,0.07255232373059728,-0.688032961682822,-0.4980609762151285,0.0
12,-9.55775579676034,0.752109522259933,0.8757572581194275,-0.9188333742503332,-0.29424202969840474,-0.6552456278566612,-0.39330456248191975,0.0
13,-9.725732673779255,0.8928742119513441,1.1209507276007402,-1.5304949660047447,-0.27544859293419827,-0.5559798890298292,0.5005725772168205,0.0
14,-9.454147066683593,0.9145260580662905,1.171857344017373,0.4398491812307963,-0.04258893698792199,-0.5904414846710798,-0.3825917127117174,0.0
15,-9.254930531080802,0.6614259374074121,0.5486008609156051,1.0310343915122,-0.29237994804195355,-0.13206458320480413,-0.9536292999443278,1.0
16,-9.712439442992908,0.9733095957668901,1.3400118015138274,-1.1189080957697533,-0.08642891258316791,-0.726241951166991,-0.4291156138323701,0.0
17,-9.459569612984131,0.7671808951728233,0.3917256107287697,0.028169013428097217,-1.0904028006703972,-0.042503250837209,-0.9068555654564763,0.0
18,-9.787591610883517,0.9762486080199998,1.148687768495216,-1.8852939705414942,-0.08405428570641864,-0.43023645205603167,-0.5941291971768271,0.0
19,-9.736501624911215,0.7833005982574683,1.0079441452507274,-0.65986573338513,-0.40997668532844,-1.2579336077807726,0.4033312378603372,0.0
